enclave_setup_time,tf_time,enclave_time,teardown_time,combined_enclave_time,native_time,enclave_label,native_label,layers_in_enclave
0.0,0.007587909698486328,0.0,0.0,0.0,0.0,-1,-1,0
0.0,0.002051830291748047,0.0,0.0,0.0,0.0,-1,-1,0
0.0,0.0018796920776367188,0.0,0.0,0.0,0.0,-1,-1,0
0.0,0.0019423961639404297,0.0,0.0,0.0,0.0,-1,-1,0
0.0,0.002009868621826172,0.0,0.0,0.0,0.0,-1,-1,0
1.3614134788513184,0.0019516944885253906,7.295608520507812e-05,0.07995080947875977,1.4414372444152832,7.176399230957031e-05,0,0,1
1.3751752376556396,0.001806497573852539,7.176399230957031e-05,0.0794374942779541,1.4546844959259033,7.462501525878906e-05,0,0,1
1.3677020072937012,0.001775503158569336,7.796287536621094e-05,0.07950997352600098,1.4472899436950684,8.0108642578125e-05,0,0,1
1.3862988948822021,0.0018150806427001953,7.62939453125e-05,0.07931923866271973,1.4656944274902344,7.724761962890625e-05,0,0,1
1.3702821731567383,0.0017936229705810547,7.891654968261719e-05,0.07932639122009277,1.4496874809265137,8.535385131835938e-05,0,0,1
1.364253282546997,0.0016529560089111328,7.843971252441406e-05,0.07942795753479004,1.4437596797943115,7.605552673339844e-05,0,0,2
1.3853955268859863,0.0016472339630126953,7.295608520507812e-05,0.08020186424255371,1.4656703472137451,7.43865966796875e-05,0,0,2
1.367643117904663,0.0016574859619140625,7.62939453125e-05,0.0804595947265625,1.448179006576538,7.271766662597656e-05,0,0,2
1.3831946849822998,0.001695394515991211,7.581710815429688e-05,0.08077001571655273,1.4640405178070068,7.700920104980469e-05,0,0,2
1.39091157913208,0.0016314983367919922,7.319450378417969e-05,0.07948470115661621,1.4704694747924805,7.486343383789062e-05,0,0,2
1.4473068714141846,0.0009067058563232422,0.006949186325073242,0.08173465728759766,1.5359907150268555,0.009629249572753906,0,0,3
1.4060490131378174,0.0008597373962402344,0.0071811676025390625,0.08135342597961426,1.4945836067199707,0.009952783584594727,0,0,3
1.440232276916504,0.0009372234344482422,0.007119894027709961,0.08050894737243652,1.5278611183166504,0.007346153259277344,0,0,3
1.3908910751342773,0.0008695125579833984,0.0074253082275390625,0.0794222354888916,1.477738618850708,0.009878396987915039,0,0,3
1.4575190544128418,0.0008537769317626953,0.00872182846069336,0.07934784889221191,1.545588731765747,0.01002645492553711,0,0,3
1.386237621307373,0.024831295013427734,0.007105588912963867,0.07968974113464355,1.4730329513549805,0.009566783905029297,0,0,4
1.394366979598999,0.0293424129486084,0.007732868194580078,0.08028507232666016,1.4823849201202393,0.009512901306152344,0,0,4
1.4280486106872559,0.024970054626464844,0.007055997848510742,0.0802450180053711,1.5153496265411377,0.009000301361083984,0,0,4
1.4054737091064453,0.023410797119140625,0.009781360626220703,0.08025646209716797,1.495511531829834,0.007923126220703125,0,0,4
1.4507570266723633,0.02391958236694336,0.006700754165649414,0.0792229175567627,1.5366806983947754,0.009233713150024414,0,0,4
