,loss,accuracy,val_loss,val_accuracy
0,2.379221224784851,0.17499999701976776,2.0329625606536865,0.609375
1,1.8115692615509034,0.4625000059604645,1.2408738732337952,0.6875
2,1.259115982055664,0.625,0.6920825242996216,0.828125
3,1.0037201821804047,0.6968749761581421,0.49865664541721344,0.890625
4,0.7828545272350311,0.778124988079071,0.45588721334934235,0.859375
5,0.6613708853721618,0.809374988079071,0.35810686647892,0.890625
6,0.8077835381031037,0.78125,0.31098729372024536,0.921875
7,0.4950626015663147,0.831250011920929,0.28278011083602905,0.90625
8,0.5547344118356705,0.824999988079071,0.23314045369625092,0.9375
9,0.5277850717306137,0.824999988079071,0.22804942727088928,0.96875
10,0.4541184365749359,0.878125011920929,0.2583088278770447,0.90625
11,0.3664123982191086,0.8968750238418579,0.17492898926138878,0.96875
12,0.41640440225601194,0.903124988079071,0.15245024859905243,0.96875
13,0.29319524466991426,0.9125000238418579,0.1783168837428093,0.96875
14,0.3402858033776283,0.8968750238418579,0.14170194789767265,0.96875
15,0.38365974724292756,0.918749988079071,0.18801739066839218,0.953125
16,0.31733338534832,0.909375011920929,0.15546266362071037,0.96875
17,0.3819707676768303,0.890625,0.11949906125664711,0.96875
18,0.3795243427157402,0.8999999761581421,0.17584143579006195,0.953125
19,0.3049200281500816,0.903124988079071,0.19581884145736694,0.9375
20,0.3297419011592865,0.8843749761581421,0.17340992018580437,0.953125
21,0.2983460664749146,0.909375011920929,0.14387941360473633,0.96875
22,0.2936135485768318,0.8968750238418579,0.14433825016021729,0.953125
23,0.19066696763038635,0.949999988079071,0.11977047473192215,0.9375
24,0.22512724846601487,0.925000011920929,0.11956381052732468,0.96875
25,0.18296569623053074,0.940625011920929,0.12468572333455086,0.96875
26,0.21065841503441335,0.949999988079071,0.14734938368201256,0.953125
27,0.2701623529195786,0.9125000238418579,0.14499274641275406,0.96875
28,0.27717126756906507,0.9156249761581421,0.12987376563251019,0.96875
29,0.18860331699252128,0.9593750238418579,0.13463271223008633,0.953125
30,0.2917695164680481,0.925000011920929,0.13008609600365162,0.953125
31,0.248040296882391,0.934374988079071,0.11262691766023636,0.96875
32,0.24041722416877748,0.9312499761581421,0.08244059421122074,0.96875
33,0.21527289003133773,0.9437500238418579,0.07048173993825912,0.984375
34,0.15704939663410186,0.934374988079071,0.05467546405270696,0.984375
35,0.23736129254102706,0.9437500238418579,0.04466953966766596,0.984375
36,0.1761808656156063,0.956250011920929,0.05389285320416093,0.984375
37,0.23774422481656074,0.9375,0.06786154396831989,0.96875
38,0.18578451499342918,0.9437500238418579,0.06351003516465425,0.96875
39,0.1674446988850832,0.956250011920929,0.08822394395247102,0.96875
40,0.21912559419870375,0.940625011920929,0.09155305894091725,0.96875
41,0.16914262510836126,0.9437500238418579,0.07323746383190155,0.96875
42,0.19354856237769127,0.9468749761581421,0.05306844133883715,0.96875
43,0.1585486937314272,0.9593750238418579,0.04958877991884947,0.984375
44,0.1265262808650732,0.965624988079071,0.061704388819634914,0.984375
45,0.16843394562602043,0.9437500238418579,0.04880765778943896,0.96875
46,0.19289703965187072,0.9468749761581421,0.05356806144118309,0.984375
47,0.2656372092664242,0.921875,0.07004934176802635,0.96875
48,0.18175799790769814,0.9375,0.12409567460417747,0.953125
49,0.1918737092986703,0.949999988079071,0.08261922746896744,0.96875
50,0.18334100544452667,0.9375,0.06537684518843889,0.984375
51,0.14969604313373566,0.9593750238418579,0.06490704603493214,0.984375
52,0.15163024440407752,0.9593750238418579,0.06582841463387012,0.96875
53,0.2074885867536068,0.9468749761581421,0.047089532017707825,0.984375
54,0.12595117911696435,0.953125,0.054653662256896496,0.96875
55,0.2192788042128086,0.9468749761581421,0.07834619842469692,0.96875
56,0.18943933323025702,0.956250011920929,0.10400650091469288,0.96875
57,0.1729436658322811,0.956250011920929,0.10444219782948494,0.96875
58,0.11007441580295563,0.96875,0.10126282833516598,0.96875
59,0.21104361042380332,0.934374988079071,0.10225769132375717,0.96875
60,0.1264438632875681,0.956250011920929,0.1331723928451538,0.953125
61,0.20420142337679864,0.9375,0.1578093934804201,0.96875
62,0.23995740562677384,0.925000011920929,0.13643729127943516,0.96875
63,0.1331676296889782,0.953125,0.12225831672549248,0.96875
64,0.15867137908935547,0.9437500238418579,0.12190989404916763,0.96875
65,0.18105935193598272,0.9437500238418579,0.10141587257385254,0.96875
66,0.16082785800099372,0.9468749761581421,0.11261197086423635,0.96875
67,0.1487734977155924,0.949999988079071,0.10007144277915359,0.96875
68,0.1924421487376094,0.9375,0.07992914412170649,0.96875
69,0.13124729171395302,0.96875,0.0836133062839508,0.96875
